Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651088;8651088;14k White Gold Diamond Infinity-Style Ring;Beautiful and stylish, this diamond ring features an infinity sign decorated with sparkling pave set diamonds. Crafted with pride in USA. ;14k White Gold Diamond Infinity-Style Ring;Beautiful and stylish, this diamond ring features an infinity sign decorated with sparkling pave set diamonds. Crafted with pride in USA. ;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;2.35mm;14K White Gold;Stuller;Diamond Rings;;;;0.12ctw;H/I;I1;$350 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651088;8651088;14k Yellow Gold Diamond Infinity-Style Ring;Beautiful and stylish, this diamond ring features an infinity sign decorated with sparkling pave set diamonds. Crafted with pride in USA. ;14k Yellow Gold Diamond Infinity-Style Ring;Beautiful and stylish, this diamond ring features an infinity sign decorated with sparkling pave set diamonds. Crafted with pride in USA. ;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;2.35mm;14K Yellow Gold;Stuller;Diamond Rings;;;;0.12ctw;H/I;I1;$350 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651926;8651926;14k Rose Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;14k Rose Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.7mm;14K Rose Gold;Stuller;Diamond Rings;;;;0.08ctw;H/I;I1;$395 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651926;8651926;14k White Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;14k White Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.7mm;14K White Gold;Stuller;Diamond Rings;;;;0.08ctw;H/I;I1;$395 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651926;8651926;14k Yellow Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;14k Yellow Gold Diamond Stackable Ring;This dainty stackable ring features pave set diamonds with a delicate migraine edge. Crafted with pride in USA. ;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.7mm;14K Yellow Gold;Stuller;Diamond Rings;;;;0.08ctw;H/I;I1;$395 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651839;8651839;14k Rose Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;14k Rose Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.45mm;14K Rose Gold;Stuller;Diamond Rings;;;;0.16ctw;H/I;I1;$495 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651839;8651839;14k White Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;14k White Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.45mm;14K White Gold;Stuller;Diamond Rings;;;;0.16ctw;H/I;I1;$495 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8651839;8651839;14k Yellow Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;14k Yellow Gold Diamond Rectangle Cluster Ring;This stylish diamond ring features a rectangular cluster of round pave set diamonds on a thin band. Crafted with pride in USA.;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.45mm;14K Yellow Gold;Stuller;Diamond Rings;;;;0.16ctw;H/I;I1;$495 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868970;868970;14k Rose Gold Diamond Delicate Milgrain Stackable Ring;This delicate stackable band features round diamonds set between a marquise shape with migraine detailing. Crafted with pride in USA.;14k Rose Gold Diamond Delicate Milgrain Stackable Ring;This delicate stackable band features round diamonds set between a marquise shape with migraine detailing. Crafted with pride in USA.;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.7mm;14K Rose Gold;Stuller;Diamond Rings;;;;0.20ctw;H/I;I1;$575 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868970;868970;14k White Gold Diamond Delicate Milgrain Stackable Ring;This delicate stackable band features round diamonds set between a marquise shape with migraine detailing. Crafted with pride in USA.;14k White Gold Diamond Delicate Milgrain Stackable Ring;This delicate stackable band features round diamonds set between a marquise shape with migraine detailing. Crafted with pride in USA.;bands,fashion jewelry,stackable rings,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;1.7mm;14K White Gold;Stuller;Diamond Rings;;;;0.20ctw;H/I;I1;$575 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
