Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price 
50778-W;50778-W;14k Rose Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;14k Rose Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k Rose Gold ;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI5;$850,00 
50778-W;50778-W;18k White Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;18k White Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k White Gold ;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI6;$1 050,00 
50778-W;50778-W;18k Yellow Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;18k Yellow Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Yellow Gold ;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI7;$1 050,00 
50778-W;50778-W;18k Rose Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;18k Rose Gold Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Rose Gold ;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI8;$1 050,00 
50778-W;50778-W;Platinum Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;Platinum Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;Platinum;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI9;$1 425,00 
50778-W;50778-W;Palladium Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;Palladium Slightly Curved Matching Wedding Band;This elegant slightly curved wedding band features pave set diamonds along the top of the band and matched engagement ring style 50778-E perfectly. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;Palladium;Overnight;Diamond ;;;13;0.25 ctw;G-H;SI1-SI2;$825,00 
50657-W;50657-W;14k White Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;14k White Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k White Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 195,00 
50657-W;50657-W;14k Yellow Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;14k Yellow Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k Yellow Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 195,00 
50657-W;50657-W;14k Rose Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;14k Rose Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k Rose Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 195,00 
50657-W;50657-W;18k White Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;18k White Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k White Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 425,00 
50657-W;50657-W;18k Yellow Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;18k Yellow Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Yellow Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 425,00 
50657-W;50657-W;18k Rose Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;18k Rose Gold Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Rose Gold ;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 425,00 
50657-W;50657-W;Platinum Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;Platinum Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;Platinum;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 850,00 
50657-W;50657-W;Palladium Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;Palladium Curved Matching Diamond Wedding Band;Elegant matching wedding band features round diamonds flowing along the top of the band with a curved to fit perfectly next to engagement ring style 50657-E. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;Palladium;Overnight;Diamond ;;;13;0.38 ctw;G-H;SI1-SI2;$1 175,00 
84051-6-W;84051-6-W;14k White Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;14k White Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k White Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$850,00 
84051-6-W;84051-6-W;14k Yellow Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;14k Yellow Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k Yellow Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$850,00 
84051-6-W;84051-6-W;14k Rose Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;14k Rose Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;14k Rose Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$850,00 
84051-6-W;84051-6-W;18k White Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;18k White Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k White Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$1 025,00 
84051-6-W;84051-6-W;18k Yellow Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;18k Yellow Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Yellow Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$1 025,00 
84051-6-W;84051-6-W;18k Rose Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;18k Rose Gold Matching Diamond Band;This beautiful matching wedding band features round diamonds flowing along the top half of the band and beautifully fits next to engagement ring style 84051. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged, ;;;18k Rose Gold ;Overnight;Diamond ;;;22;0.20 ctw;G-H;SI1-SI2;$1 025,00 
