Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price 
50949-E;50949-E;14k Rose Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;14k Rose Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k Rose Gold ;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$2 050,00 
50949-E;50949-E;18k White Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;18k White Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k White Gold ;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$2 395,00 
50949-E;50949-E;18k Yellow Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;18k Yellow Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Yellow Gold ;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$2 395,00 
50949-E;50949-E;18k Rose Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;18k Rose Gold Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Rose Gold ;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$2 395,00 
50949-E;50949-E;Platinum Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;Platinum Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Platinum;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$3 125,00 
50949-E;50949-E;Palladium Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;Palladium Double Marquise Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the marquise shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Palladium;Overnight;Halo;Modern;Pave;68;0.50 ctw;G-H;SI1-SI2;$1 995,00 
50953-E;50953-E;14k White Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;14k White Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k White Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$1 975,00 
50953-E;50953-E;14k Yellow Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;14k Yellow Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k Yellow Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$1 975,00 
50953-E;50953-E;14k Rose Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;14k Rose Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k Rose Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$1 975,00 
50953-E;50953-E;18k White Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;18k White Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k White Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$2 295,00 
50953-E;50953-E;18k Yellow Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;18k Yellow Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Yellow Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$2 295,00 
50953-E;50953-E;18k Rose Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;18k Rose Gold Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Rose Gold ;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$2 295,00 
50953-E;50953-E;Platinum Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;Platinum Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Platinum;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$2 995,00 
50953-E;50953-E;Palladium Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;Palladium Double Oval Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the oval shaped center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Palladium;Overnight;Halo;Modern;Pave;64;0.50 ctw;G-H;SI1-SI2;$1 925,00 
50950-E;50950-E;14k White Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;14k White Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k White Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$1 850,00 
50950-E;50950-E;14k Yellow Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;14k Yellow Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k Yellow Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$1 850,00 
50950-E;50950-E;14k Rose Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;14k Rose Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;14k Rose Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$1 850,00 
50950-E;50950-E;18k White Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;18k White Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k White Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$2 150,00 
50950-E;50950-E;18k Yellow Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;18k Yellow Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Yellow Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$2 150,00 
50950-E;50950-E;18k Rose Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;18k Rose Gold Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;18k Rose Gold ;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$2 150,00 
50950-E;50950-E;Platinum Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;Platinum Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Platinum;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$2 795,00 
50950-E;50950-E;Palladium Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;Palladium Double Pear Shape Halo Engagement Ring ;Beautifully crafted, this diamond engagement ring features a split shank and double halo of pave set diamonds to accent the pear shape center stone of your choice. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;;Palladium;Overnight;Halo;Modern;Pave;62;0.50 ctw;G-H;SI1-SI2;$1 825,00 
