Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;
8650183-34;8650183-34;14k Rose Gold Inside Out Diamond Hoops 3/4 Carat;Classic and beautiful, these diamond hoop earrings feature three quarters of a carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k Rose Gold Inside Out Diamond Hoops 3/4 Carat;Classic and beautiful, these diamond hoop earrings feature three quarters of a carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Rose Gold;Stuller;Diamond Earrings;;;;0.75 ctw;H;I1;$1 350,00 ;;;;
8650183-34;8650183-34;Platinum Inside Out Diamond Hoops 3/4 Carat;Classic and beautiful, these diamond hoop earrings feature three quarters of a carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Platinum Inside Out Diamond Hoops 3/4 Carat;Classic and beautiful, these diamond hoop earrings feature three quarters of a carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Earrings;;;;0.75 ctw;H;I1;$1 725,00 ;;;;
8650183-1;8650183-1;14k White Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k White Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Earrings;;;;1.00 ctw;H;I1;$1 750,00 ;;;;
8650183-1;8650183-1;14k Yellow Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k Yellow Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Earrings;;;;1.00 ctw;H;I1;$1 750,00 ;;;;
8650183-1;8650183-1;14k Rose Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k Rose Gold Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Rose Gold;Stuller;Diamond Earrings;;;;1.00 ctw;H;I1;$1 750,00 ;;;;
8650183-1;8650183-1;Platinum Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Platinum Inside Out Diamond Hoops 1 Carat;Classic and beautiful, these diamond hoop earrings feature one carat of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Earrings;;;;1.00 ctw;H;I1;$2 125,00 ;;;;
8650183-2;8650183-2;14k White Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k White Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k White Gold;Stuller;Diamond Earrings;;;;2.00 ctw;H;I1;$2 650,00 ;;;;
8650183-2;8650183-2;14k Yellow Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k Yellow Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Yellow Gold;Stuller;Diamond Earrings;;;;2.00 ctw;H;I1;$2 650,00 ;;;;
8650183-2;8650183-2;14k Rose Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;14k Rose Gold Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;14k Rose Gold;Stuller;Diamond Earrings;;;;2.00 ctw;H;I1;$2 650,00 ;;;;
8650183-2;8650183-2;Platinum Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Platinum Inside Out Diamond Hoops 2 Carat;Classic and beautiful, these diamond hoop earrings feature two carats of round diamonds prong set throughout the hoop. Crafted with pride in USA. ;Studs,diamond studs,diamond earrings,diamond hoops,diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA, cut,clarity,color,carat,settings,engaged, present, gift, earrings, anniversary ;;;Platinum;Stuller;Diamond Earrings;;;;2.00 ctw;H;I1;$4 050,00 ;;;;
