Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price 
851541;851541;14k White Gold 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;14k White Gold 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k White Gold;Stuller;Modern;;;;;;;$550,00 
851541;851541;14k Yellow Gold 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;14k Yellow Gold 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k Yellow Gold ;Stuller;Modern;;;;;;;$550,00 
851541;851541;Platinum 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;Platinum 5mm Comfort Fit Flat Milgrain Hammered Band;This attractive 5mm wedding band features a hammered finish center with milgrain detailing and high polish edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;Platinum;Stuller;Modern;;;;;;;$1 595,00 
851533;851533;14k White Gold 5mm Comfort Fit Flat Milgrain Edge Hammered Band ;This 5mm wedding band features a hammered finish center with an distinct milgrain edge. Crafted with pride in USA.;14k White Gold 5mm Comfort Fit Flat Milgrain Edge Hammered Band ;This 5mm wedding band features a hammered finish center with an distinct milgrain edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k White Gold;Stuller;Modern;;;;;;;$595,00 
851533;851533;14k Yellow Gold 5mm Comfort Fit Flat Milgrain Edge Hammered Band ;This 5mm wedding band features a hammered finish center with an distinct milgrain edge. Crafted with pride in USA.;14k Yellow Gold 5mm Comfort Fit Flat Milgrain Edge Hammered Band ;This 5mm wedding band features a hammered finish center with an distinct milgrain edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k Yellow Gold ;Stuller;Modern;;;;;;;$595,00 
851296;851296;14K White and Yellow Gold 8mm Hammered Hand-Woven Wedding Ring ;This beautiful 8mm wedding band features a hammered finish center flanked by yellow gold hand woven accents and high polished edge. Crafetd with pride in USA.;14K White and Yellow Gold 8mm Hammered Hand-Woven Wedding Ring ;This beautiful 8mm wedding band features a hammered finish center flanked by yellow gold hand woven accents and high polished edge. Crafetd with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;8mm;14k White/Yellow Gold;Stuller;Modern;;;;;;;$1 050,00 
850121;850121;14k White Gold 8mm Comfort Fit Hand Woven Wedding Ring ;This striking 8mm wedding band features a hand woven textured center with a high polised edge. Crafted with pride in USA.;14k White Gold 8mm Comfort Fit Hand Woven Wedding Ring ;This striking 8mm wedding band features a hand woven textured center with a high polised edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;8mm;14k White Gold ;Stuller;Modern;;;;;;;$1 395,00 
850121;850121;Platinum 8mm Comfort Fit Hand Woven Wedding Ring ;This striking 8mm wedding band features a hand woven textured center with a high polised edge. Crafted with pride in USA.;Platinum 8mm Comfort Fit Hand Woven Wedding Ring ;This striking 8mm wedding band features a hand woven textured center with a high polised edge. Crafted with pride in USA.;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;8mm;Platinum;Stuller;Modern;;;;;;;$3 995,00 
851578;851578;14k White Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;14k White Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k White Gold;Stuller;Modern;;;;;;;$895,00 
851578;851578;14k Yellow Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;14k Yellow Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k Yellow Gold ;Stuller;Modern;;;;;;;$895,00 
851578;851578;14k Rose Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;14k Rose Gold 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;14k Rose Gold;Stuller;Modern;;;;;;;$895,00 
851578;851578;Platinum 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;Platinum 5mm Wheat Edge Wedding Ring;This high-polished 5mm wedding band features a distinctive wheat design on the outer edges. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;5mm;Platinum;Stuller;Modern;;;;;;;$1 795,00 
8IRE10;8IRE10;14k White Gold 6mm Comfort Fit Edge Wedding Ring;This 6mm high polished wedding band features a carved edge for a stylish look. Crafted with pride in USA. ;14k White Gold 6mm Comfort Fit Edge Wedding Ring;This 6mm high polished wedding band features a carved edge for a stylish look. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k White Gold;Stuller;Modern;;;;;;;$595 
8IRE10;8IRE10;14k Yellow Gold 6mm Comfort Fit Edge Wedding Ring;This 6mm high polished wedding band features a carved edge for a stylish look. Crafted with pride in USA. ;14k Yellow Gold 6mm Comfort Fit Edge Wedding Ring;This 6mm high polished wedding band features a carved edge for a stylish look. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k Yellow Gold ;Stuller;Modern;;;;;;;$595 
851539;851539;14k White Gold 6mm Comfort Fit Milgrain Center Band;This 6mm wedding band features a high polish finish with milgrain detailing running through the center of the band. Crafetd with pride in USA. ;14k White Gold 6mm Comfort Fit Milgrain Center Band;This 6mm wedding band features a high polish finish with milgrain detailing running through the center of the band. Crafetd with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k White Gold;Stuller;Modern;;;;;;;$850,00 
851539;851539;14k Yellow Gold 6mm Comfort Fit Milgrain Center Band;This 6mm wedding band features a high polish finish with milgrain detailing running through the center of the band. Crafetd with pride in USA. ;14k Yellow Gold 6mm Comfort Fit Milgrain Center Band;This 6mm wedding band features a high polish finish with milgrain detailing running through the center of the band. Crafetd with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k Yellow Gold ;Stuller;Modern;;;;;;;$850,00 
8123150;8123150;14k White Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;14k White Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k White Gold;Stuller;Diamond;;;1;0.10 ctw;G-H;SI2;$1 025,00 
8123150;8123150;14k Yellow Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;14k Yellow Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k Yellow Gold ;Stuller;Diamond;;;1;0.10 ctw;G-H;SI2;$1 025,00 
8123150;8123150;14k Rose Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;14k Rose Gold 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k Rose Gold;Stuller;Diamond;;;1;0.10 ctw;G-H;SI2;$1 025,00 
8123150;8123150;Platinum 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;Platinum 6mm Single Diamond Wedding Band;This distinct 6mm high polished wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;Platinum;Stuller;Diamond;;;1;0.10 ctw;G-H;SI2;$2 025,00 
8123149;8123149;14k White Gold 6mm Single Diamond Flat Wedding Band;This attractive 6mm high polished flat wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;14k White Gold 6mm Single Diamond Flat Wedding Band;This attractive 6mm high polished flat wedding band features one bezel set round diamond in the middle of the band. Crafted with pride in USA. ;bands,wedding bands,anniversary bands,eternity bands,plain bands,diamond bands,diamond,diamonds ,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,excellent cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;6mm;14k White Gold;Stuller;Diamond;;;1;0.10 ctw;G-H;SI2;$1 095,00 
