Model;Sku;Product Name;Description;Meta Tag Title;Meta Tag Description;Meta Tag Keywords;Product Tags;Width;Metal;Manufacturer;Category1;Category 2;Category 3;Stone Breakdown;Diamond CTTW provided;Color;Clarity;Price ;;;;
8140309L;8140309L;14k Rose Gold Classic Six Prong Solitaire;Traditional and elegant, this beautiful six prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;14k Rose Gold Classic Six Prong Solitaire;Traditional and elegant, this beautiful six prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;14k Rose Gold;Stuller;Solitaire;;;;;;;$200,00 ;;;;
8140309L;8140309L;Platinum Classic Six Prong Solitaire;Traditional and elegant, this beautiful six prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;Platinum Classic Six Prong Solitaire;Traditional and elegant, this beautiful six prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;Platinum;Stuller;Solitaire;;;;;;;$560,00 ;;;;
8140401L;8140401L;14k White Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;14k White Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;14k White Gold;Stuller;Solitaire;;;;;;;$190,00 ;;;;
8140401L;8140401L;14k Yellow Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;14k Yellow Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;14k Yellow Gold;Stuller;Solitaire;;;;;;;$190,00 ;;;;
8140401L;8140401L;14k Rose Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;14k Rose Gold Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;14k Rose Gold;Stuller;Solitaire;;;;;;;$190,00 ;;;;
8140401L;8140401L;Platinum Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;Platinum Classic Four Prong Solitaire;Traditional and elegant, this beautiful four prong solitaire engagement ring will let the center stone of your choice truly shine. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.3mm;Platinum;Stuller;Solitaire;;;;;;;$550,00 ;;;;
8122089;8122089;14k White Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;14k White Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;14k White Gold;Stuller;Solitaire;;;;;;;$350,00 ;;;;
8122089;8122089;14k Yellow Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;14k Yellow Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;14k Yellow Gold;Stuller;Solitaire;;;;;;;$350,00 ;;;;
8122089;8122089;14k Rose Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;14k Rose Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;14k Rose Gold;Stuller;Solitaire;;;;;;;$350,00 ;;;;
8122089;8122089;18k White Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;18k White Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;18k White Gold;Stuller;Solitaire;;;;;;;$525,00 ;;;;
8122089;8122089;18k Yellow Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;18k Yellow Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;18k Yellow Gold;Stuller;Solitaire;;;;;;;$525,00 ;;;;
8122089;8122089;18k Rose Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;18k Rose Gold Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;18k Rose Gold;Stuller;Solitaire;;;;;;;$525,00 ;;;;
8122089;8122089;Platinum Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;Platinum Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;Platinum;Stuller;Solitaire;;;;;;;$840,00 ;;;;
8122089;8122089;Palladium Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;Palladium Traditional Solitaire Engagement Ring ;This beautiful and traditional solitaire engagement ring features a cathedral style head to highlight the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.55mm;Palladium;Stuller;Solitaire;;;;;;;$325,00 ;;;;
8122004;8122004;14k White Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;14k White Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;14k White Gold;Stuller;Solitaire;;;;;;;$275,00 ;;;;
8122004;8122004;14k Yellow Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;14k Yellow Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;14k Yellow Gold;Stuller;Solitaire;;;;;;;$275,00 ;;;;
8122004;8122004;14k Rose Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;14k Rose Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;14k Rose Gold;Stuller;Solitaire;;;;;;;$275,00 ;;;;
8122004;8122004;18k White Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;18k White Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;18k White Gold;Stuller;Solitaire;;;;;;;$390,00 ;;;;
8122004;8122004;18k Yellow Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;18k Yellow Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;18k Yellow Gold;Stuller;Solitaire;;;;;;;$390,00 ;;;;
8122004;8122004;18k Rose Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;18k Rose Gold Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;18k Rose Gold;Stuller;Solitaire;;;;;;;$390,00 ;;;;
8122004;8122004;Platinum Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;Platinum Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;Platinum;Stuller;Solitaire;;;;;;;$625,00 ;;;;
8122004;8122004;Palladium Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;Palladium Six Prong Solitaire Engagment Ring;This lovely six prong solitaire engagement ring features a crown style head to showcase the center stone of your choice beautifully. Crafted with pride in USA. ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;1.8mm;Palladium;Stuller;Solitaire;;;;;;;$250,00 ;;;;
8122005;8122005;14k White Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;14k White Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.6mm;14k White Gold;Stuller;Solitaire;;;;;;;$300,00 ;;;;
8122005;8122005;14k Yellow Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;14k Yellow Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.6mm;14k Yellow Gold;Stuller;Solitaire;;;;;;;$300,00 ;;;;
8122005;8122005;14k Rose Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;14k Rose Gold Modern Solitaire Engagement Ring ;A modern twist on a classic solitaire style, this beautiful engagement ring features a modern style head to hold the beautiful center stone of your choice. Crafted with pride in USA.  ;diamond,diamonds,loose diamonds,engagement ring,proposal,wedding rings,jewelry,fine jewelry,diamond jewelry,diamond rings,18k gold,gold,14k gold,platinum,sterling silver,silver,pearls,sapphire,emerald,ruby,earrings,necklaces,bracelets,rings,diamond education,guidance,diamonds and fine jewelry,ideal cut,GIA,AGS,IGI,cut,clarity,color,carat,settings,engaged;;2.6mm;14k Rose Gold;Stuller;Solitaire;;;;;;;$300,00 ;;;;
